combinations,nombredoccurrence,audienceScoremoyenne,tomatoMetermoyen
"('Indie', 'Melodrama')",5,65.8,76.25
"('Indie', 'Mumblecore')",5,51.4,70.8
"('Animated', 'Drama')",5,83.33333333333333,
"('Indie', 'Religious')",5,68.2,38.5
"('Animation', 'Crime')",5,77.75,92.33333333333333
"('Animation', 'Coming')",5,56.0,69.66666666666667
"('Animation', 'Parody')",5,73.2,94.66666666666667
"('Music', 'Parody')",5,69.8,70.8
"('Chase', 'Thriller')",5,52.0,38.333333333333336
"('Family', 'Time')",5,74.0,70.66666666666667
"('Family', 'Sci-Fi')",5,72.2,66.0
"('Science', 'Sex')",5,67.2,59.0
"('Drama', 'Slasher')",5,77.5,84.33333333333333
"('Gangster', 'Parody')",5,66.0,63.25
"('Drama', 'Holiday')",5,63.4,63.5
"('Parody', 'Stoner')",5,69.6,47.4
"('Drama', 'Martial')",5,57.0,70.0
"('Biographical', 'Biopic')",5,81.8,74.8
"('Family', 'Remake')",5,50.0,60.6
"('Coming', 'Crime')",5,70.75,51.5
"('Biography', 'Black')",5,64.4,79.75
"('Courtroom', 'Drama')",5,60.25,56.333333333333336
"('Drama', 'Historical')",5,62.25,62.333333333333336
"('Biography', 'Comedy')",5,56.2,64.75
"('Music', 'Satire')",5,76.8,70.75
"('Childhood', 'Family')",5,80.0,52.0
"('Biography', 'Period')",5,69.4,82.75
"('Mystery', 'Teen')",5,45.75,35.8
"('Mystery', 'Suspense')",5,62.0,72.0
"('Biopic', 'Period')",5,67.6,72.5
"('Action', 'Coming')",5,65.66666666666667,47.0
"('Mystery', 'World')",5,67.2,56.75
"('Satire', 'Western')",5,64.0,52.25
"('Adventure', 'Television')",5,47.0,
"('Mystery', 'Science')",5,52.75,27.333333333333332
"('Ensemble', 'Sports')",5,79.4,70.8
"('Black', 'Erotica')",5,54.6,55.0
"('Adventure', 'Political')",5,61.4,59.75
"('Childhood', 'Coming')",5,78.2,67.4
"('Ensemble', 'Music')",5,72.0,84.8
"('Costume', 'Musical')",5,79.8,85.0
"('Costume', 'Parody')",5,79.4,71.6
"('Black', 'Gay')",5,67.8,69.6
"('Americana', 'Period')",5,62.0,61.6
"('Adventure', 'Alien')",5,53.5,34.666666666666664
"(""Children's"", 'Japanese')",5,60.0,55.5
"('Pre-Code', 'Screwball')",5,81.8,93.2
"('Adventure', 'Christmas')",5,60.4,36.25
"('Domestic', 'LGBT')",5,70.6,71.2
"('Cult', 'Family')",5,48.0,38.0
"('Period', 'Political')",5,51.6,49.666666666666664
"('Political', 'Science')",5,49.5,56.25
"('Doomsday', 'Science')",5,68.25,93.0
"('Political', 'War')",5,71.6,81.75
"('Crime', 'Stoner')",5,76.0,56.4
"('Action', 'Time')",5,65.0,54.25
"('Black-and-white', 'Workplace')",5,75.8,97.33333333333333
"('Religious', 'Romantic')",5,55.4,50.2
"('Buddy', 'Chinese')",5,56.2,48.4
"('Addiction', 'Comedy-drama')",5,62.8,59.75
"('Detective', 'Family')",5,51.8,46.5
"('Romantic', 'Western')",5,57.8,78.5
"('Black', 'Suspense')",5,62.0,45.0
"('Action', 'Gross-out')",5,58.0,29.0
"('Action', 'Gross')",5,58.0,29.0
"('Action', 'Short')",5,42.0,33.0
"('Action', 'Suspense')",5,57.25,54.333333333333336
"('Buddy', 'Costume')",5,59.6,54.4
"('Black', 'Supernatural')",5,46.25,49.0
"('Romance', 'Stoner')",5,70.0,59.8
"('Action', 'Television')",5,37.75,
"('Black', 'Stop')",5,77.4,86.75
"('Bollywood', 'Comedy-drama')",5,56.0,67.0
"('Domestic', 'Fantasy')",5,60.6,67.5
"('Crime', 'Slasher')",5,71.0,81.25
"('Crime', 'Music')",5,76.4,51.25
"(""Children's"", 'Martial')",5,46.0,42.5
"('Action', 'Monster')",5,49.8,57.0
"('Crime', 'Science')",5,61.4,66.2
"('Cult', 'Supernatural')",5,44.25,42.666666666666664
"('Film', 'Political')",5,68.0,79.0
"('Romance', 'Tragicomedy')",5,66.2,55.6
"('Mockumentary', 'Romantic')",5,53.8,51.4
"(""Children's"", 'Road')",5,69.75,63.5
"('Mockumentary', 'Music')",5,70.25,70.0
"('Fantasy', 'Sci-Fi')",5,60.4,62.0
"('Comedy-drama', 'Mystery')",5,74.33333333333333,62.75
"('Parody', 'Time')",5,61.8,56.0
"('Fantasy', 'Supernatural')",5,54.4,65.75
"('Americana', 'Coming')",5,64.8,69.0
"('Fantasy', 'Television')",5,56.8,86.0
"('Americana', 'Parody')",5,75.6,79.2
"(""Children's"", 'Superhero')",5,59.4,70.8
"('Media', 'Romantic')",5,47.6,49.0
"('Media', 'Romance')",5,65.0,58.0
"('Avant-garde', 'Drama')",5,76.2,69.2
"('Americana', 'Indie')",5,77.6,78.75
"('Art', 'Fantasy')",5,71.6,62.333333333333336
"('Addiction', 'Drama')",5,62.8,59.75
"('Film', 'Screwball')",5,83.6,82.8
"('Buddy', 'Heist')",5,63.4,29.0
"('Action', 'B-movie')",5,55.5,67.0
"('Crime', 'Domestic')",5,51.8,44.2
"('Gangster', 'Indie')",5,34.0,63.0
"('Americana', 'Family')",5,70.6,72.5
"('Chinese', 'Comedy-drama')",5,55.4,56.0
"(""Children's"", 'World')",5,61.0,68.66666666666667
"('Film', 'Slapstick')",5,54.2,34.0
"('Art', 'Satire')",5,76.2,80.25
"('Film', 'Sex')",5,64.4,54.8
"('Biographical', 'Film')",4,62.666666666666664,80.5
"('Erotica', 'Romance')",4,59.75,54.666666666666664
"('B-movie', 'Black')",4,59.25,68.0
"('Family', 'Heavenly')",4,59.333333333333336,66.25
"('Airplanes', 'Parody')",4,57.75,51.666666666666664
"('Musical', 'Mystery')",4,76.0,70.33333333333333
"('Fantasy', 'Road')",4,75.5,75.66666666666667
"('Fantasy', 'Sex')",4,58.25,26.666666666666668
"('Biopic', 'Indie')",4,57.5,63.0
"('Mystery', 'Period')",4,63.0,66.33333333333333
"('Cult', 'Gay')",4,75.75,66.25
"('Erotic', 'Thriller')",4,63.5,59.0
"('Ensemble', 'Workplace')",4,42.0,68.5
"('Biography', 'History')",4,71.5,69.75
"('Biography', 'Musical')",4,59.0,76.0
"('Media', 'Thriller')",4,61.75,67.5
"('Fantasy', 'Workplace')",4,74.25,67.0
"('Fantasy', 'Holiday')",4,54.25,45.5
"('Ensemble', 'Mystery')",4,68.5,72.33333333333333
"('Fantasy', 'LGBT')",4,59.0,47.5
"('Black', 'Neo-noir')",4,65.0,66.0
"('Monster', 'Parody')",4,42.25,57.5
"('Black', 'Stoner')",4,57.5,44.666666666666664
"('Dystopia', 'Science')",4,68.5,84.5
"('Adventure', 'Holiday')",4,66.0,62.666666666666664
"('Parody', 'Short')",4,76.0,94.0
"('Black', 'Marriage')",4,56.5,61.0
"('Martial', 'Musical')",4,60.75,34.5
"('Drama', 'Heavenly')",4,55.333333333333336,54.25
"('Black', 'Sports')",4,69.5,65.0
"('Adventure', 'Creature')",4,63.333333333333336,82.5
"('Drama', 'Existentialism')",4,88.66666666666667,88.33333333333333
"('Family', 'War')",4,59.25,60.5
"('Film', 'Road')",4,74.5,77.75
"('Auto', 'Family')",4,60.5,63.25
"('Adventure', 'Suspense')",4,57.333333333333336,54.333333333333336
"('Melodrama', 'Silent')",4,61.75,72.0
"('B-movie', 'Slasher')",4,54.25,88.5
"('B-movie', 'Science')",4,64.75,63.5
"('B-movie', 'Parody')",4,63.5,68.0
"('Backstage', 'Romance')",4,60.666666666666664,89.0
"('Ensemble', 'Marriage')",4,57.5,40.5
"('Anti-war', 'Black')",4,70.5,73.75
"('Dystopia', 'Fantasy')",4,73.25,92.0
"('Adventure', 'Jungle')",4,50.0,49.333333333333336
"('Culture', 'Indie')",4,59.5,45.333333333333336
"('Horror', 'Short')",4,55.0,39.5
"('Horror', 'Japanese')",4,78.0,67.0
"('Animal', 'Crime')",4,36.666666666666664,10.333333333333334
"('Dance', 'Musical')",4,61.25,16.0
"('Animal', 'Sports')",4,38.5,23.0
"('Animation', 'Satire')",4,72.5,68.33333333333333
"('Indie', 'Psychological')",4,58.5,60.5
"('Bollywood', 'Family')",4,61.25,80.0
"('Horror', 'Splatter')",4,65.75,80.33333333333333
"('Indie', 'Social')",4,75.33333333333333,52.5
"('Black-and-white', 'Cult')",4,61.75,93.0
"('Domestic', 'Sex')",4,64.25,70.75
"('Cult', 'Mockumentary')",4,86.25,92.66666666666667
"('Bollywood', 'Comedy')",4,56.5,60.0
"('Adventure', 'Biographical')",4,49.5,34.666666666666664
"('Cult', 'Mystery')",4,68.5,80.66666666666667
"('Heavenly', 'Religious')",4,51.75,47.25
"('Black-and-white', 'Spy')",4,64.75,61.5
"('Holiday', 'Slapstick')",4,45.25,20.75
"('Mystery', 'Screwball')",4,79.0,84.5
"('Domestic', 'Holiday')",4,51.25,40.75
"('Animation', 'Buddy')",4,71.5,89.33333333333333
"('Family-Oriented', 'Superhero')",4,64.25,74.75
"('Cult', 'Sports')",4,79.75,65.75
"('Blaxploitation', 'Parody')",4,74.5,66.25
"('Heavenly', 'Romance')",4,55.0,28.333333333333332
"('Black-and-white', 'Haunted')",4,38.333333333333336,
"('Heavenly', 'Romantic')",4,55.0,28.333333333333332
"('Heist', 'Indie')",4,50.666666666666664,38.333333333333336
"('Heist', 'Romance')",4,50.0,57.5
"('Horror', 'Stop')",4,83.75,87.5
"('Heist', 'Romantic')",4,50.0,57.5
"('Black-and-white', 'Marriage')",4,55.666666666666664,100.0
"('Documentary', 'Sports')",4,60.75,60.0
"('Hip', 'Indie')",4,53.5,61.666666666666664
"('Historical', 'World')",4,77.66666666666667,77.0
"('Adventure', 'B-movie')",4,58.0,80.0
"('Adventure', 'Airplanes')",4,62.25,49.333333333333336
"('Disaster', 'Parody')",4,52.5,54.0
"('Adventure', 'Hybrid')",4,55.5,70.0
"('Remake', 'Slapstick')",4,66.0,63.666666666666664
"('Adventure', 'Mockumentary')",4,66.5,79.5
"('Slapstick', 'Stoner')",4,67.25,47.5
"('Crime', 'Western')",4,51.25,50.0
"('Comedy-drama', 'Courtroom')",4,60.25,56.333333333333336
"('Slapstick', 'War')",4,63.0,64.0
"('Chinese', 'Indie')",4,50.25,34.666666666666664
"('Crime', 'Neo-noir')",4,65.0,66.0
"('Absurdism', 'Science')",4,57.75,46.333333333333336
"('Coming', 'Music')",4,70.0,83.0
"('Buddy', 'Film')",4,80.5,80.25
"('Buddy', 'Gangster')",4,31.0,22.0
"('Satire', 'Sports')",4,70.0,72.75
"('Crime', 'Political')",4,69.0,81.33333333333333
"('Absurdism', 'Teen')",4,56.5,39.5
"('Sex', 'Sports')",4,52.333333333333336,35.0
"('Comedy-drama', 'Mockumentary')",4,70.75,72.25
"('Comedy-drama', 'Time')",4,59.25,50.25
"('Screwball', 'War')",4,73.5,64.66666666666667
"('Romantic', 'Stoner')",4,67.5,55.25
"('Comedy-drama', 'Screwball')",4,60.333333333333336,62.75
"('Action', 'Doomsday')",4,52.75,45.0
"('Boxing', 'Sports')",4,51.75,41.0
"('Screwball', 'Stoner')",4,75.5,78.5
"('Buddy', 'Chase')",4,48.0,29.666666666666668
"('Parody', 'Road')",4,85.0,77.5
"('Action', 'Stop')",4,53.75,38.5
"('Christmas', 'Crime')",4,50.75,41.0
"('Comedy', 'Silent')",4,40.666666666666664,88.0
"('Costume', 'Thriller')",4,57.75,62.0
"('Absurdism', 'Black-and-white')",4,64.5,97.0
"('Superhero', 'World')",4,68.0,64.0
"('Creature', 'Science')",4,43.666666666666664,53.0
"('Satire', 'Supernatural')",4,42.25,40.5
"('Costume', 'Indie')",4,55.5,45.5
"('Creature', 'Monster')",4,63.25,67.25
"('Costume', 'Film')",4,55.75,61.75
"('Crime', 'Workplace')",4,62.25,70.33333333333333
"('Crime', 'Family-Oriented')",4,61.25,53.0
"('Computer', 'Short')",4,74.0,
"('Concert', 'Stand-up')",4,80.75,87.5
"('Comedy', 'Gay')",4,61.5,77.33333333333333
"('Crime', 'Erotic')",4,63.5,59.0
"('Action', 'Airplanes')",4,62.25,49.333333333333336
"('Crime', 'Short')",4,63.0,58.0
"('Romantic', 'Superhero')",4,52.0,49.5
"('Animation', 'Black-and-white')",4,38.333333333333336,88.0
"('Biography', 'Documentary')",4,58.5,37.0
"('Neo-noir', 'Thriller')",4,65.0,66.0
"('Film', 'Western')",4,67.5,73.25
"('Black', 'Doomsday')",4,80.66666666666667,81.66666666666667
"('Adventure', 'Remake')",4,44.75,69.0
"('Film', 'Tragicomedy')",4,65.0,74.66666666666667
"('Black', 'Creature')",4,62.0,71.0
"('Film', 'Television')",4,56.75,
"('Adventure', 'Sex')",4,72.5,53.0
"('Period', 'Road')",4,78.75,75.5
"('Film', 'Teen')",4,51.5,58.0
"('Natural', 'Thriller')",4,63.75,78.0
"('Adventure', 'Steampunk')",4,59.25,59.333333333333336
"('Drama', 'Social')",4,70.33333333333333,27.5
"('Film', 'Sports')",4,55.75,70.33333333333333
"('Media', 'Mockumentary')",4,57.0,73.0
"('Adventure', 'Prison')",4,61.75,53.25
"('Crime', 'Psychological')",4,80.0,64.5
"('Black', 'Experimental')",4,76.75,60.75
"('Comedy', 'Costume')",4,63.25,74.33333333333333
"('Film', 'Workplace')",4,57.25,46.25
"('Buddy', 'Family-Oriented')",4,60.0,69.0
"('Coming', 'Stoner')",4,82.0,72.0
"('Action', 'Political')",4,64.25,64.0
"('Chase', 'Romance')",4,56.25,35.0
"('Satire', 'Workplace')",4,70.5,82.66666666666667
"('Chinese', 'Fantasy')",4,53.25,32.666666666666664
"('Coming', 'Television')",4,53.333333333333336,
"('Absurdism', 'Romance')",4,81.0,90.0
"('Chase', 'Indie')",4,51.0,26.666666666666668
"('Comedy-drama', 'Television')",4,63.333333333333336,
"('Slice', 'World')",4,60.25,69.75
"('Chinese', 'Comedy')",4,60.0,52.5
"('Chase', 'Romantic')",4,56.25,35.0
"(""Children's"", 'Thriller')",4,47.25,36.5
"('Coming', 'Slice')",4,58.0,63.75
"('Action', 'Prison')",4,61.75,53.25
"('Romantic', 'Tragicomedy')",4,63.5,52.5
"('Absurdism', 'Road')",4,59.5,73.66666666666667
"('Satire', 'Zombie')",4,60.5,60.25
"('Anti-war', 'Satire')",3,69.66666666666667,68.33333333333333
"('Anime', 'World')",3,52.666666666666664,
"('Anime', 'Drama')",3,43.0,64.0
"('Anime', ""Children's"")",3,66.66666666666667,69.0
"('Animation', 'Western')",3,49.5,70.0
"('Animation', 'Thriller')",3,64.0,20.0
"('Animation', 'Sports')",3,71.0,65.33333333333333
"('Animation', 'Creature')",3,80.33333333333333,82.5
"('Caper', 'Ensemble')",3,56.0,62.5
"('Animation', 'Romantic')",3,69.66666666666667,59.333333333333336
"('Caper', 'Film')",3,74.0,86.0
"('Animation', 'Holiday')",3,67.33333333333333,90.0
"('Animation', 'Gross-out')",3,64.66666666666667,63.5
"('Animation', 'Gross')",3,64.66666666666667,63.5
"('Animation', 'Domestic')",3,75.33333333333333,67.0
"('Americana', 'Political')",3,40.0,36.333333333333336
"('Animation', 'Costume')",3,65.0,92.0
"('Animation', 'Comedy-drama')",3,57.0,80.5
"('Anti-war', 'War')",3,69.66666666666667,68.33333333333333
"('Adventure', 'Albino')",3,51.5,42.0
"('Americana', 'Music')",3,74.66666666666667,82.0
"(""Children's"", 'Indie')",3,54.333333333333336,11.0
"('Childhood', 'World')",3,88.0,98.0
"('Animated', 'Music')",3,52.0,55.0
"('Adventure', 'Wuxia')",3,72.33333333333333,77.0
"(""Children's"", 'Creature')",3,80.33333333333333,82.5
"('Adventure', 'Supernatural')",3,55.333333333333336,77.5
"('Adventure', 'Revisionist')",3,58.5,72.5
"('Adventure', 'Escape')",3,53.5,47.666666666666664
"(""Children's"", 'Horror')",3,54.0,60.0
"('Adventure', 'Disaster')",3,50.0,50.333333333333336
"('Adult', 'Drama')",3,49.333333333333336,84.0
"('Adventure', 'Blaxploitation')",3,68.0,55.0
"(""Children's"", 'Parody')",3,77.33333333333333,90.5
"(""Children's"", 'Period')",3,42.666666666666664,60.0
"(""Children's"", 'Silent')",3,91.0,
"(""Children's"", 'Spy')",3,37.333333333333336,30.666666666666668
"('Adult', 'Softcore')",3,48.666666666666664,67.0
"('Adult', 'Pornographic')",3,63.333333333333336,67.0
"('Americana', 'Film')",3,66.33333333333333,62.333333333333336
"(""Children's"", 'Costume')",3,65.0,92.0
"('New', 'Period')",3,89.0,94.5
"('Animal', 'Black-and-white')",3,64.0,
"('Courtroom', 'Romantic')",3,50.0,57.333333333333336
"('Costume', 'Slapstick')",3,90.33333333333333,89.0
"('Parody', 'Sexploitation')",3,59.666666666666664,79.0
"('Costume', 'Time')",3,58.0,41.666666666666664
"('Drama', 'Medical')",3,76.0,48.0
"('Costume', 'Western')",3,63.333333333333336,70.66666666666667
"('Parody', 'Silent')",3,65.0,84.5
"('Courtroom', 'Mystery')",3,56.5,63.0
"('Courtroom', 'Romance')",3,50.0,57.333333333333336
"('Courtroom', 'Thriller')",3,56.5,63.0
"('Americana', 'Satire')",3,73.0,77.33333333333333
"('Sci-Fi', 'Teen')",3,71.5,82.0
"('Creature', 'Family')",3,80.33333333333333,82.5
"('Ensemble', 'Film')",3,76.33333333333333,73.33333333333333
"('Sci-Fi', 'Time')",3,78.0,70.66666666666667
"('Family-Oriented', 'Music')",3,72.33333333333333,48.5
"('Comedy-drama', 'Spy')",3,34.333333333333336,48.0
"('Alien', 'Family')",3,51.5,33.0
"('Comedy-drama', 'Stoner')",3,80.66666666666667,73.0
"('Costume', 'Satire')",3,69.33333333333333,72.0
"('Satire', 'Time')",3,74.33333333333333,71.0
"('Parody', 'Religious')",3,62.333333333333336,43.666666666666664
"('New', 'Satire')",3,75.33333333333333,80.66666666666667
"('Americana', 'Romantic')",3,52.5,77.5
"('Chase', 'Comedy')",3,47.666666666666664,19.5
"('Americana', 'Musical')",3,66.66666666666667,66.66666666666667
"('World', 'Zombie')",3,61.666666666666664,67.5
"('Crime', 'Sports')",3,40.666666666666664,10.5
"('Drama', 'Erotic')",3,54.5,68.5
"('Drama', 'Tragedy')",3,51.0,82.0
"('Mystery', 'Slasher')",3,44.0,61.5
"('Drama', 'Swashbuckler')",3,79.33333333333333,68.0
"('Drama', 'Steampunk')",3,65.33333333333333,71.0
"('Coming', 'Tragicomedy')",3,70.33333333333333,57.666666666666664
"('Mystery', 'Spy')",3,62.666666666666664,48.0
"('Mystery', 'Supernatural')",3,27.5,41.0
"('Computer', 'Romance')",3,72.66666666666667,67.66666666666667
"('Concert', 'Documentary')",3,60.666666666666664,87.5
"('Concert', 'Music')",3,65.0,92.0
"('Costume', 'Cult')",3,74.0,87.5
"('Childhood', 'Period')",3,81.66666666666667,76.66666666666667
"('Auto', 'Road')",3,62.0,38.666666666666664
"('Chase', 'Slapstick')",3,49.333333333333336,28.0
"('Biographical', 'Black')",3,78.0,83.0
"('Absurdism', 'Disaster')",3,51.0,49.0
"('Action', 'Revisionist')",3,58.5,72.5
"('Chinese', 'Horror')",3,70.0,88.0
"('Action', 'Albino')",3,51.5,42.0
"('Action', 'Hybrid')",3,48.0,65.0
"('Action', 'Supernatural')",3,55.333333333333336,77.5
"('Animation', 'Indie')",3,51.0,49.5
"('Adult', 'Erotica')",3,43.333333333333336,84.0
"('Beach', 'Teen')",3,49.333333333333336,8.0
"('Buddy', 'Detective')",3,46.0,45.333333333333336
"('Beach', 'Musical')",3,49.333333333333336,42.0
"('Boxing', 'Drama')",3,65.0,
"('Boxing', 'Romance')",3,56.0,40.0
"('B-movie', 'Superhero')",3,50.333333333333336,67.0
"('B-movie', 'Monster')",3,27.666666666666668,47.0
"('Avant-garde', 'Romance')",3,74.33333333333333,84.33333333333333
"('Avant-garde', 'Indie')",3,74.0,72.66666666666667
"('Avant-garde', 'Black')",3,81.33333333333333,59.666666666666664
"('Absurdism', 'Crime')",3,65.0,60.666666666666664
"('Christmas', 'Musical')",3,65.66666666666667,56.5
"('Action', 'Domestic')",3,33.333333333333336,21.0
"('Absurdism', 'Surrealism')",3,59.333333333333336,48.333333333333336
"('Music', 'Road')",3,88.66666666666667,78.66666666666667
"('Christmas', 'Domestic')",3,44.0,26.333333333333332
"('Action', 'Mockumentary')",3,65.33333333333333,80.0
"('Absurdism', 'Horror')",3,51.333333333333336,26.666666666666668
"('Action', 'Blaxploitation')",3,68.0,55.0
"('Action', 'Sci-Fi')",3,34.5,24.5
"('Action', 'Music')",3,70.33333333333333,79.0
"('Action', 'Media')",3,74.33333333333333,67.66666666666667
"('Action', 'Biographical')",3,51.0,39.5
"('Action', 'Steampunk')",3,58.0,53.0
"('Addiction', 'Black')",3,69.66666666666667,68.66666666666667
"('Action', 'Psychological')",3,70.0,
"('Absurdism', 'Music')",3,78.33333333333333,87.33333333333333
"('Chinese', 'Family')",3,48.333333333333336,38.5
"('Action', 'Wuxia')",3,72.33333333333333,77.0
"('Action', 'Creature')",3,50.0,69.0
"('Absurdism', 'Fantasy')",3,50.666666666666664,59.0
"('Biographical', 'Comedy')",3,55.333333333333336,52.0
"('Buddy', 'Ensemble')",3,48.666666666666664,50.333333333333336
"('Chase', 'Road')",3,49.0,37.5
"('Biopic', 'Black')",3,76.33333333333333,93.0
"('Black', 'Christmas')",3,63.666666666666664,56.0
"('Black', 'Chinese')",3,76.5,91.0
"('Black', ""Children's"")",3,44.0,26.333333333333332
"('Black', 'Caper')",3,64.33333333333333,53.0
"('Biopic', 'Romance')",3,72.66666666666667,77.5
"('Biopic', 'Parody')",3,56.333333333333336,57.0
"('Biopic', 'Docudrama')",3,62.5,70.0
"('Biopic', 'Crime')",3,72.0,79.0
"('Biography', 'Political')",3,60.333333333333336,46.0
"('Buddy', 'Feminist')",3,60.0,59.666666666666664
"('Bloopers', 'Documentary')",3,74.66666666666667,60.0
"('Bloopers', 'Extreme')",3,74.66666666666667,60.0
"('Bloopers', 'Sports')",3,74.66666666666667,60.0
"('Buddy', 'Sex')",3,61.0,34.666666666666664
"('Buddy', 'Superhero')",3,53.333333333333336,12.0
"('Buddy', 'Workplace')",3,52.333333333333336,61.0
"('Buddy', 'World')",3,68.66666666666667,80.66666666666667
"('Americana', 'Domestic')",3,58.666666666666664,68.5
"('Black', 'Erotic')",3,63.5,59.0
"('Black', 'Gothic')",3,50.333333333333336,71.0
"('Black', 'Japanese')",3,82.0,68.0
"('Black', 'New')",3,90.5,91.0
"('Comedy', 'Courtroom')",3,63.666666666666664,67.33333333333333
"('Auto', 'Drama')",3,58.0,69.0
"('Auto', ""Children's"")",3,58.666666666666664,58.333333333333336
"('Art', 'Surrealism')",3,72.33333333333333,68.66666666666667
"('Buddy', 'Music')",3,70.66666666666667,66.0
"('Art', 'Musical')",3,72.0,78.0
"('Art', 'Japanese')",3,71.0,60.0
"('Buddy', 'Domestic')",3,48.333333333333336,43.333333333333336
"('Biographical', 'Indie')",3,71.5,78.5
"('Biography', 'Crime')",3,69.33333333333333,84.66666666666667
"('Biography', 'Docudrama')",3,58.5,80.5
"('Black-and-white', 'Operetta')",3,71.0,91.5
"('Black-and-white', 'Domestic')",3,93.0,100.0
"('Black-and-white', 'Chase')",3,71.0,71.0
"('Black', 'Whodunit')",3,46.0,29.0
"('Black', 'Splatter')",3,78.0,80.33333333333333
"('Black', 'Short')",3,45.0,
"('Screwball', 'Sports')",3,54.333333333333336,26.666666666666668
"('Drama', 'Stop')",3,59.333333333333336,70.0
"('Family', 'Steampunk')",3,65.33333333333333,71.0
"('Comedy', 'Zombie')",3,63.333333333333336,89.0
"('Comedy-drama', 'Existentialism')",3,86.5,89.0
"('Gay', 'Parody')",3,46.666666666666664,34.666666666666664
"('Gay', 'Teen')",3,66.0,55.0
"('Comedy', 'Time')",3,67.66666666666667,54.5
"('Comedy', 'Tragicomedy')",3,65.0,68.0
"('Comedy', 'War')",3,69.33333333333333,77.0
"('Stop', 'World')",3,68.0,75.5
"('Gross-out', 'Screwball')",3,45.666666666666664,15.0
"('Comedy', 'Spy')",3,50.333333333333336,37.0
"('Filipino', 'Horror')",3,44.0,
"('LGBT', 'Slapstick')",3,49.0,13.5
"('Gross-out', 'Satire')",3,63.0,36.0
"('Gross-out', 'Sports')",3,71.0,45.0
"('Haunted', 'Parody')",3,43.0,31.0
"('Gross-out', 'Mystery')",3,64.0,26.0
"('Gross', 'Sports')",3,71.0,45.0
"('Comedy-drama', 'Costume')",3,71.66666666666667,71.66666666666667
"('Gross', 'Screwball')",3,45.666666666666664,15.0
"('History', 'World')",3,72.0,88.0
"('Teen', 'Zombie')",3,34.666666666666664,43.5
"('Family-Oriented', 'Spy')",3,37.333333333333336,30.666666666666668
"('Hip', 'Musical')",3,59.666666666666664,34.5
"('Martial', 'Romance')",3,65.66666666666667,76.0
"('Martial', 'Western')",3,58.666666666666664,71.66666666666667
"('Gangster', 'Satire')",3,70.66666666666667,90.0
"('Slasher', 'Teen')",3,51.0,61.5
"('Gangster', 'Period')",3,69.0,55.0
"('Slasher', 'Supernatural')",3,36.5,30.5
"('Gangster', 'Heist')",3,70.33333333333333,43.666666666666664
"('Comedy', 'Science')",3,28.0,29.0
"('Comedy-drama', 'Holiday')",3,69.33333333333333,66.66666666666667
"('Film', 'Heist')",3,74.0,90.0
"('Comedy', 'Short')",3,56.333333333333336,88.0
"('Master', 'Thriller')",3,66.0,43.5
"('Holiday', 'Indie')",3,54.333333333333336,50.0
"('Comedy', 'Prison')",3,63.0,54.333333333333336
"('Film', 'Spy')",3,73.0,71.33333333333333
"('Stop', 'Zombie')",3,87.66666666666667,87.0
"('LGBT', 'Short')",3,58.666666666666664,39.0
"('Film', 'Horror')",3,69.66666666666667,59.0
"('Gross', 'Satire')",3,63.0,36.0
"('Sports', 'Television')",3,60.0,
"('Comedy-drama', 'Dance')",3,77.0,81.0
"('Comedy-drama', 'Mumblecore')",3,57.0,82.66666666666667
"('Fantasy', 'Political')",3,30.666666666666668,36.0
"('Fantasy', 'Silent')",3,55.333333333333336,36.0
"('Tragicomedy', 'World')",3,65.33333333333333,59.0
"('Short', 'Stop')",3,85.33333333333333,95.0
"('Horror', 'Surrealism')",3,78.0,67.0
"('Feminist', 'Romantic')",3,67.33333333333333,78.0
"('Feminist', 'Romance')",3,67.33333333333333,78.0
"('Feminist', 'LGBT')",3,78.0,90.33333333333333
"('Family-Oriented', 'World')",3,60.666666666666664,64.66666666666667
"('Gross', 'Mystery')",3,64.0,26.0
"('Fantasy', 'Haunted')",3,74.66666666666667,56.0
"('Fantasy', 'Heaven-Can-Wait')",3,78.33333333333333,76.0
"('Indie', 'Time')",3,56.666666666666664,61.0
"('Indie', 'Stand-up')",3,75.5,88.5
"('Horror', 'Sports')",3,39.666666666666664,81.0
"('Screwball', 'Western')",3,44.666666666666664,50.0
"('Media', 'Workplace')",3,71.0,62.333333333333336
"('Music', 'Slapstick')",3,72.33333333333333,48.5
"('Fantasy', 'Remake')",3,56.0,67.33333333333333
"('Short', 'Western')",3,,
"('Japanese', 'Satire')",3,89.5,87.5
"('Japanese', 'Surrealism')",3,78.0,67.0
"('Family-Oriented', 'Teen')",3,48.5,22.0
"('Spaghetti', 'Western')",3,28.5,
"('Horror', 'Sci-Fi')",3,72.66666666666667,69.0
"('Horror', 'Screwball')",3,53.666666666666664,53.5
"('Holiday', 'Television')",3,57.0,
"('Superhero', 'Thriller')",3,52.666666666666664,58.0
"('Comedy', 'Historical')",3,58.666666666666664,25.0
"('Japanese', 'Musical')",3,68.66666666666667,77.5
"('Sex', 'Softcore')",3,44.333333333333336,67.0
"('Comedy', 'Erotica')",3,41.666666666666664,46.5
"('Mockumentary', 'Romance')",3,64.0,52.666666666666664
"('Comedy-drama', 'Religious')",3,59.666666666666664,54.0
"('Fantasy', 'Steampunk')",3,60.0,54.0
"('Melodrama', 'Musical')",3,78.0,96.0
